DATE,PRODUCT_ID,CHANNEL_ID,REGION,UNITS_SOLD,REVENUE,DISCOUNT_PERCENT,PROMOTION_FLAG,STOCKOUT_FLAG,PRICE
2023-06-05,SKU_026,Distributor,Central,34,51587.52,0.13,0,0,1744
2023-05-04,SKU_005,D2C,West,60,270230.4,0.12,0,0,5118
2023-04-02,SKU_038,Retail,East,77,167093.85,0.15,1,0,2553
2023-05-11,SKU_005,Distributor,West,22,20962.480000000003,0.18,1,1,1162
2023-01-16,SKU_017,Distributor,East,46,112339.36,0.02,1,1,2492
2023-03-18,SKU_019,Flipkart,North,37,180918.9,0.1,1,1,5433
2023-01-25,SKU_036,Distributor,North,52,177372.0,0.25,0,0,4548
2023-05-22,SKU_048,Flipkart,South,50,68773.5,0.13,1,0,1581
2023-01-27,SKU_012,Distributor,East,76,123674.04000000001,0.19,1,0,2009
2023-04-20,SKU_037,Distributor,North,47,171689.12,0.21,1,1,4624
2023-05-12,SKU_017,Amazon,West,77,191642.22,0.01,0,1,2514
2023-02-04,SKU_002,D2C,North,43,157138.34,0.27,1,0,5006
2023-03-11,SKU_028,Retail,West,68,291883.2,0.27,1,0,5880
2023-04-03,SKU_037,Amazon,South,54,158117.4,0.06,0,0,3115
2023-04-13,SKU_035,Amazon,North,84,189756.0,0.1,1,0,2510
2023-02-10,SKU_017,Flipkart,East,20,41678.4,0.24,0,0,2742
2023-01-31,SKU_025,D2C,South,26,112840.0,0.2,0,0,5425
2023-05-15,SKU_041,Amazon,East,86,161274.08,0.12,0,1,2131
2023-03-29,SKU_031,Flipkart,Central,35,139453.30000000002,0.18,0,0,4859
2023-05-11,SKU_028,Amazon,North,36,114099.84,0.07,0,0,3408
2023-04-26,SKU_008,Retail,East,32,97715.2,0.12,1,0,3470
2023-06-14,SKU_020,Flipkart,North,72,69660.0,0.1,0,1,1075
2023-02-21,SKU_007,Amazon,West,24,35904.96,0.22,0,1,1918
2023-06-06,SKU_046,D2C,North,50,113085.0,0.1,0,1,2513
2023-01-22,SKU_037,Flipkart,South,44,102017.52,0.01,1,1,2342
2023-01-27,SKU_026,D2C,West,70,206553.19999999998,0.29,0,0,4156
2023-01-23,SKU_033,Flipkart,East,38,84173.8,0.15,0,0,2606
2023-03-17,SKU_021,Amazon,West,58,276033.60000000003,0.1,0,0,5288
2023-06-10,SKU_039,Flipkart,West,26,35915.880000000005,0.22,0,0,1771
2023-05-12,SKU_015,D2C,West,95,428446.2,0.09,0,0,4956
2023-03-19,SKU_028,D2C,East,45,178969.5,0.1,0,0,4419
2023-03-23,SKU_020,D2C,West,50,112896.5,0.11,1,1,2537
2023-05-07,SKU_047,D2C,Central,83,168357.2,0.12,0,0,2305
2023-06-30,SKU_014,Amazon,South,38,112777.92,0.28,0,1,4122
2023-01-29,SKU_003,Amazon,Central,83,209384.1,0.1,0,0,2803
2023-01-06,SKU_026,Flipkart,North,41,122602.3,0.15,1,0,3518
2023-06-20,SKU_019,Amazon,East,63,174350.61,0.13,0,0,3181
2023-06-03,SKU_027,Amazon,West,38,193345.13999999998,0.07,1,0,5471
2023-05-06,SKU_024,Flipkart,North,22,21046.3,0.05,1,0,1007
2023-03-19,SKU_006,Distributor,South,58,154585.08000000002,0.22,0,0,3417
2023-02-12,SKU_026,Flipkart,South,62,62302.560000000005,0.21,0,1,1272
2023-05-29,SKU_041,D2C,South,23,76667.28,0.24,1,0,4386
2023-03-28,SKU_023,Amazon,East,43,218631.78,0.06,1,1,5409
2023-05-17,SKU_045,Amazon,North,74,242202.0,0.25,1,0,4364
2023-01-06,SKU_022,Distributor,North,62,313590.42,0.01,1,1,5109
2023-06-24,SKU_033,Distributor,North,42,54324.479999999996,0.06,1,1,1376
2023-04-30,SKU_005,D2C,Central,38,52966.68,0.22,0,0,1787
2023-01-04,SKU_046,Flipkart,South,88,113101.12000000001,0.08,0,0,1397
2023-02-21,SKU_007,Flipkart,West,21,38016.72,0.24,1,0,2382
2023-02-04,SKU_012,D2C,Central,48,51744.0,0.23,0,1,1400
2023-06-20,SKU_046,Distributor,West,20,27936.8,0.06,1,0,1486
2023-03-01,SKU_048,Retail,South,76,309441.60000000003,0.22,1,0,5220
2023-05-01,SKU_013,Retail,South,49,70339.5,0.25,1,1,1914
2023-04-17,SKU_034,Amazon,South,53,69132.14,0.23,0,0,1694
2023-06-16,SKU_042,Distributor,North,105,437757.6,0.29,0,0,5872
2023-04-23,SKU_032,Distributor,West,38,72618.0,0.09,1,1,2100
2023-03-08,SKU_028,Flipkart,North,84,187488.0,0.25,0,1,2976
2023-05-09,SKU_008,Distributor,West,42,95256.0,0.0,1,0,2268
2023-03-09,SKU_029,D2C,North,45,39522.15,0.29,1,1,1237
2023-05-01,SKU_008,Distributor,West,102,362854.8,0.02,0,1,3630
2023-01-07,SKU_049,D2C,South,46,108866.36,0.27,0,0,3242
2023-04-01,SKU_045,Retail,Central,22,29309.280000000002,0.22,0,1,1708
2023-02-12,SKU_014,Flipkart,North,55,68448.05,0.03,1,0,1283
2023-02-06,SKU_008,Flipkart,West,46,140731.02000000002,0.19,1,1,3777
2023-01-05,SKU_024,Retail,South,57,80442.96,0.08,1,0,1534
2023-06-13,SKU_020,Amazon,East,47,203279.7,0.22,1,0,5545
2023-01-04,SKU_011,Flipkart,West,94,466235.3,0.05,0,0,5221
2023-04-18,SKU_031,D2C,Central,61,152182.80000000002,0.19,0,1,3080
2023-03-31,SKU_023,Amazon,South,28,90853.84,0.14,0,1,3773
2023-02-28,SKU_037,Flipkart,South,52,179982.4,0.15,1,1,4072
2023-04-25,SKU_009,D2C,North,34,75872.01999999999,0.29,0,1,3143
2023-04-28,SKU_048,Flipkart,Central,45,148374.90000000002,0.18,0,0,4021
2023-01-15,SKU_046,Amazon,Central,31,36560.16,0.19,0,0,1456
2023-03-07,SKU_005,Retail,Central,92,326625.76,0.08,1,0,3859
2023-03-22,SKU_038,D2C,North,36,68532.48,0.04,0,1,1983
2023-06-26,SKU_015,Distributor,North,63,140541.66,0.29,1,1,3142
2023-01-09,SKU_016,D2C,South,43,49432.8,0.2,0,0,1437
2023-06-14,SKU_002,Distributor,South,26,108432.73999999999,0.27,0,1,5713
2023-05-31,SKU_008,Distributor,West,53,50571.53999999999,0.07,0,0,1026
2023-05-09,SKU_031,Amazon,East,58,254713.38,0.21,0,0,5559
2023-01-17,SKU_002,Retail,South,61,73977.75,0.23,1,0,1575
2023-06-21,SKU_017,Amazon,South,0,0.0,0.22,0,0,2789
2023-01-25,SKU_009,Amazon,South,25,20322.0,0.28,1,1,1129
2023-03-09,SKU_026,Distributor,West,69,277177.14,0.14,1,1,4671
2023-05-03,SKU_027,Retail,North,31,49371.84,0.28,0,0,2212
2023-03-21,SKU_019,Amazon,East,54,235758.6,0.01,0,0,4410
2023-04-20,SKU_012,Distributor,Central,24,49613.759999999995,0.16,0,0,2461
2023-05-06,SKU_008,Amazon,East,64,219975.03999999998,0.29,1,1,4841
2023-05-10,SKU_004,Amazon,South,68,105386.4,0.16,0,1,1845
2023-04-07,SKU_003,Retail,North,64,153619.19999999998,0.3,1,1,3429
2023-03-12,SKU_003,Distributor,South,70,120010.8,0.22,0,0,2198
2023-04-14,SKU_005,Distributor,North,81,242261.27999999997,0.07,0,0,3216
2023-05-31,SKU_003,Retail,South,26,76377.59999999999,0.28,1,0,4080
2023-05-05,SKU_006,Retail,North,34,122938.56,0.28,0,0,5022
2023-04-20,SKU_046,Flipkart,South,67,104911.28,0.08,0,0,1702
2023-03-17,SKU_041,Amazon,West,72,410358.96,0.01,0,1,5757
2023-03-21,SKU_002,Distributor,East,36,151492.32,0.02,1,1,4294
2023-01-23,SKU_012,Flipkart,Central,35,70896.0,0.2,0,0,2532
2023-06-16,SKU_015,Distributor,East,36,88182.0,0.29,0,1,3450
2023-06-22,SKU_039,Flipkart,North,17,60994.64,0.14,1,0,4172
2023-06-15,SKU_015,Amazon,South,24,128934.0,0.05,1,0,5655
2023-02-24,SKU_045,Distributor,North,25,73981.25,0.05,0,1,3115
2023-06-09,SKU_010,D2C,Central,44,174448.12,0.23,0,1,5149
2023-06-10,SKU_022,D2C,South,55,136149.2,0.12,0,1,2813
2023-06-24,SKU_043,Distributor,West,58,170047.88,0.06,0,0,3119
2023-05-14,SKU_029,Amazon,South,39,103295.40000000001,0.18,0,0,3230
2023-06-09,SKU_011,Distributor,West,40,180108.0,0.1,1,0,5003
2023-04-27,SKU_002,D2C,East,52,132246.4,0.2,1,0,3179
2023-06-09,SKU_047,Distributor,Central,20,71143.20000000001,0.18,1,0,4338
2023-01-30,SKU_044,Distributor,North,69,353052.3,0.05,1,1,5386
2023-06-21,SKU_007,Distributor,East,75,65641.5,0.13,0,0,1006
2023-06-05,SKU_017,Flipkart,West,37,70596.0,0.25,1,1,2544
2023-04-25,SKU_007,Amazon,Central,42,66977.81999999999,0.13,0,0,1833
2023-05-23,SKU_002,D2C,Central,74,112269.84,0.06,1,0,1614
2023-04-17,SKU_014,Distributor,West,47,176050.72,0.18,1,0,4568
2023-04-12,SKU_007,Distributor,Central,61,238209.27,0.07,1,1,4199
2023-01-10,SKU_033,Distributor,Central,48,125311.68000000001,0.22,1,0,3347
2023-04-15,SKU_035,Amazon,East,81,383292.0,0.09,1,1,5200
2023-05-13,SKU_027,Flipkart,East,59,239249.13,0.21,1,0,5133
2023-05-07,SKU_026,Flipkart,Central,60,177996.0,0.09,0,1,3260
2023-05-15,SKU_018,D2C,South,61,57920.719999999994,0.17,1,0,1144
2023-01-27,SKU_010,Amazon,Central,38,84939.12,0.16,1,1,2661
2023-04-23,SKU_002,Amazon,East,40,90368.0,0.2,1,0,2824
2023-05-26,SKU_001,Flipkart,East,65,93697.5,0.25,0,0,1922
2023-01-18,SKU_042,Retail,East,52,100563.84,0.28,1,0,2686
2023-05-14,SKU_034,Distributor,West,26,47349.899999999994,0.05,1,0,1917
2023-02-06,SKU_025,D2C,Central,87,105861.6,0.1,1,1,1352
2023-03-07,SKU_033,Flipkart,South,69,192599.00999999998,0.17,1,1,3363
2023-05-18,SKU_033,D2C,South,50,227505.0,0.13,0,0,5230
2023-06-06,SKU_038,Distributor,Central,44,132488.84,0.29,1,1,4241
2023-06-19,SKU_003,D2C,Central,53,135547.5,0.25,0,1,3410
2023-05-02,SKU_004,Flipkart,South,60,139497.6,0.12,1,1,2642
2023-03-30,SKU_022,Amazon,West,9,14045.85,0.09,0,1,1715
2023-03-17,SKU_032,Distributor,West,92,250842.6,0.27,0,1,3735
2023-01-26,SKU_038,Distributor,North,34,97180.5,0.25,1,0,3811
2023-01-29,SKU_040,D2C,Central,49,172410.42,0.22,1,1,4511
2023-06-03,SKU_038,Amazon,Central,50,66402.0,0.16,0,1,1581
2023-03-19,SKU_038,Retail,Central,89,390396.72,0.02,1,1,4476
2023-05-12,SKU_008,Amazon,South,48,232705.44,0.17,0,0,5841
2023-06-25,SKU_038,Retail,Central,81,317742.75,0.29,1,1,5525
2023-05-31,SKU_018,Flipkart,East,58,183034.08000000002,0.19,0,0,3896
2023-04-15,SKU_009,Retail,North,30,93307.5,0.13,1,0,3575
2023-05-26,SKU_042,Amazon,East,52,106875.6,0.22,0,0,2635
2023-03-04,SKU_026,Amazon,South,47,254711.33,0.03,0,1,5587
2023-03-08,SKU_037,D2C,Central,28,139450.08,0.02,0,1,5082
2023-05-03,SKU_001,Retail,South,57,164324.16,0.22,1,1,3696
2023-02-02,SKU_048,Retail,South,50,109766.0,0.29,1,1,3092
2023-05-14,SKU_012,Amazon,Central,61,249289.91999999998,0.01,1,0,4128
2023-05-26,SKU_038,Flipkart,Central,53,210719.52,0.28,1,1,5522
2023-05-28,SKU_038,Amazon,West,36,61250.399999999994,0.06,1,1,1810
2023-06-27,SKU_045,Flipkart,South,65,70131.09999999999,0.27,0,1,1478
2023-06-14,SKU_006,D2C,North,37,136198.85,0.17,1,0,4435
2023-02-23,SKU_027,Retail,South,0,0.0,0.28,0,1,5187
2023-03-24,SKU_019,D2C,Central,52,142567.36,0.14,1,1,3188
2023-01-19,SKU_026,Retail,North,38,43219.68,0.16,1,0,1354
2023-03-18,SKU_040,Amazon,Central,57,212724.0,0.0,1,1,3732
2023-03-17,SKU_023,Amazon,East,89,314058.75,0.25,1,1,4705
2023-05-19,SKU_044,Amazon,Central,90,382903.2,0.24,0,1,5598
2023-03-01,SKU_012,Distributor,West,46,125523.88,0.14,0,1,3173
2023-06-30,SKU_034,Distributor,East,33,150128.88,0.18,0,1,5548
2023-02-13,SKU_009,D2C,South,61,269350.38,0.22,0,1,5661
2023-04-05,SKU_002,Distributor,West,42,187958.40000000002,0.2,0,0,5594
2023-03-20,SKU_028,Amazon,Central,57,208038.6,0.16,1,1,4345
2023-05-27,SKU_006,Amazon,East,36,197516.88,0.01,0,1,5542
2023-04-24,SKU_012,Flipkart,South,55,98242.65000000001,0.11,0,0,2007
2023-01-09,SKU_015,Retail,South,33,146880.36,0.13,1,0,5116
2023-06-18,SKU_029,Amazon,West,73,94206.5,0.11,1,0,1450
2023-04-10,SKU_027,Flipkart,West,38,156037.5,0.27,1,1,5625
2023-01-02,SKU_040,Retail,Central,63,169734.6,0.24,1,1,3545
2023-04-23,SKU_037,D2C,West,24,114004.8,0.09,1,1,5220
2023-06-04,SKU_024,Amazon,North,65,365498.25,0.05,0,0,5919
2023-02-19,SKU_023,Flipkart,West,30,121960.2,0.17,0,1,4898
2023-01-30,SKU_034,Distributor,South,55,153353.2,0.09,1,1,3064
2023-01-06,SKU_027,Flipkart,South,70,179034.8,0.14,1,1,2974
2023-05-05,SKU_042,D2C,South,46,223030.08000000002,0.09,0,0,5328
2023-04-12,SKU_029,Retail,South,29,110817.12,0.24,1,1,5028
2023-01-03,SKU_010,Flipkart,Central,59,91339.08,0.16,0,0,1843
2023-02-11,SKU_046,D2C,Central,33,121225.49999999999,0.07,0,1,3950
2023-06-30,SKU_001,Flipkart,South,41,152348.62,0.06,0,1,3953
2023-02-15,SKU_030,Distributor,North,55,236451.59999999998,0.28,0,1,5971
2023-02-09,SKU_023,Flipkart,North,77,289274.37,0.03,0,0,3873
2023-04-03,SKU_044,D2C,West,50,209990.0,0.08,1,0,4565
2023-05-09,SKU_004,D2C,North,50,150973.0,0.14,0,1,3511
2023-03-14,SKU_029,Flipkart,North,64,114336.0,0.1,1,0,1985
2023-06-20,SKU_006,Flipkart,North,51,269616.6,0.01,0,0,5340
2023-04-02,SKU_019,Distributor,North,62,164750.74,0.23,1,0,3451
2023-02-05,SKU_007,Flipkart,South,71,319906.83,0.13,0,0,5179
2023-01-18,SKU_028,Flipkart,North,43,57782.97,0.21,1,1,1701
2023-01-20,SKU_027,Distributor,North,0,0.0,0.2,1,1,4186
2023-01-06,SKU_033,D2C,North,33,62389.8,0.08,0,0,2055
2023-05-03,SKU_005,Flipkart,West,74,252388.84,0.26,0,0,4609
2023-06-11,SKU_002,Distributor,Central,49,110999.7,0.1,0,0,2517
2023-04-13,SKU_008,Retail,Central,43,111440.52,0.08,1,1,2817
2023-04-30,SKU_046,Flipkart,West,73,179041.26,0.18,0,0,2991
2023-04-24,SKU_024,Amazon,West,47,194402.34,0.01,0,0,4178
2023-03-05,SKU_013,Distributor,West,8,9040.32,0.27,1,0,1548
2023-04-20,SKU_011,Amazon,South,19,63408.51,0.01,1,0,3371
2023-05-28,SKU_012,Flipkart,East,58,129067.4,0.3,0,1,3179
2023-02-04,SKU_032,D2C,South,48,60447.36,0.24,0,1,1657
2023-03-28,SKU_027,Flipkart,Central,79,158477.16,0.27,1,1,2748
2023-06-15,SKU_017,Retail,West,35,136348.8,0.04,0,1,4058
2023-04-16,SKU_021,Retail,West,43,151112.32,0.24,1,0,4624
2023-03-15,SKU_016,D2C,Central,32,130656.0,0.25,0,0,5444
2023-03-06,SKU_019,Flipkart,Central,39,147420.0,0.16,0,0,4500
2023-05-02,SKU_045,Amazon,West,12,12800.519999999999,0.07,1,1,1147
2023-01-07,SKU_048,Flipkart,South,42,118440.0,0.06,1,1,3000
2023-06-29,SKU_021,Retail,Central,48,172003.19999999998,0.05,0,0,3772
2023-06-13,SKU_028,Retail,Central,47,180434.87999999998,0.07,0,0,4128
2023-04-24,SKU_041,Retail,East,92,249336.56,0.03,1,1,2794
2023-04-09,SKU_048,Amazon,East,86,210142.72,0.08,0,1,2656
2023-04-29,SKU_044,Flipkart,Central,34,40230.840000000004,0.22,1,0,1517
2023-02-20,SKU_024,Amazon,South,9,24537.6,0.29,0,1,3840
2023-03-21,SKU_027,D2C,South,48,189465.12,0.13,0,0,4537
2023-02-20,SKU_037,Flipkart,West,57,155028.6,0.1,1,1,3022
2023-02-08,SKU_029,Amazon,South,32,122691.84,0.11,1,1,4308
2023-04-23,SKU_036,Flipkart,West,33,37652.009999999995,0.29,0,0,1607
2023-03-30,SKU_035,Flipkart,Central,81,128731.68,0.14,1,1,1848
2023-03-10,SKU_004,Flipkart,North,44,231004.84,0.11,1,0,5899
2023-06-02,SKU_019,Retail,South,63,184246.02,0.11,0,0,3286
2023-03-25,SKU_048,D2C,East,31,82678.24,0.21,1,0,3376
2023-04-03,SKU_025,Amazon,Central,48,158696.16,0.27,0,0,4529
2023-05-13,SKU_003,Distributor,Central,43,105608.0,0.2,0,0,3070
2023-05-20,SKU_041,Retail,North,36,167927.76,0.09,1,1,5126
2023-02-14,SKU_028,Amazon,East,73,201029.59,0.03,0,1,2839
2023-01-23,SKU_032,Amazon,South,22,95413.56000000001,0.18,0,1,5289
2023-01-25,SKU_025,Distributor,West,56,189973.28,0.29,1,0,4778
2023-02-21,SKU_046,D2C,North,42,190320.48,0.21,0,1,5736
2023-04-16,SKU_043,Retail,South,58,261748.19999999998,0.02,1,0,4605
2023-03-13,SKU_013,Retail,West,43,79412.4,0.28,0,1,2565
2023-03-10,SKU_023,D2C,West,67,91245.95999999999,0.03,0,0,1404
2023-02-07,SKU_015,Retail,South,31,118020.72,0.13,1,0,4376
2023-03-28,SKU_007,D2C,East,73,189601.44,0.16,0,0,3092
2023-05-14,SKU_021,Flipkart,West,49,155872.91999999998,0.16,1,1,3787
2023-01-20,SKU_010,D2C,South,23,42653.96,0.29,1,1,2612
2023-04-10,SKU_028,Distributor,East,63,324387.0,0.05,0,0,5420
2023-04-26,SKU_044,D2C,South,46,45190.4,0.2,1,1,1228
2023-06-24,SKU_031,Flipkart,West,15,69242.25,0.23,1,0,5995
2023-01-17,SKU_015,Flipkart,North,56,301237.44,0.08,1,1,5847
2023-03-10,SKU_032,Flipkart,West,70,274982.4,0.12,0,1,4464
2023-02-17,SKU_049,Retail,Central,75,156849.0,0.03,1,0,2156
2023-04-01,SKU_040,Distributor,South,42,150854.34,0.09,0,1,3947
2023-02-14,SKU_034,D2C,South,52,52617.76,0.18,1,1,1234
2023-05-25,SKU_020,Retail,North,51,249098.28,0.08,1,1,5309
2023-04-21,SKU_020,Distributor,East,79,234118.08,0.28,0,0,4116
2023-03-21,SKU_023,Flipkart,Central,33,73281.78,0.27,1,1,3042
2023-05-27,SKU_021,Distributor,South,40,116006.4,0.04,1,1,3021
2023-05-30,SKU_025,D2C,West,33,56576.520000000004,0.09,0,0,1884
2023-03-16,SKU_027,Retail,East,21,88318.65,0.05,1,0,4427
2023-02-23,SKU_004,Flipkart,Central,54,119640.24,0.26,0,0,2994
2023-05-06,SKU_016,D2C,North,82,301812.48,0.29,0,0,5184
2023-03-02,SKU_032,Distributor,South,46,137302.63999999998,0.29,1,1,4204
2023-03-13,SKU_003,Retail,East,32,181493.75999999998,0.04,0,0,5908
2023-03-24,SKU_037,Distributor,South,53,191072.42,0.23,0,0,4682
2023-01-11,SKU_050,Flipkart,South,61,58550.850000000006,0.21,0,0,1215
2023-02-11,SKU_006,Amazon,East,46,111709.16,0.21,1,1,3074
2023-02-13,SKU_010,Flipkart,Central,78,94326.95999999999,0.02,0,0,1234
2023-04-24,SKU_033,Amazon,North,33,130265.52,0.24,0,0,5194
2023-03-08,SKU_044,Retail,South,44,193826.59999999998,0.05,1,0,4637
2023-03-22,SKU_049,Distributor,Central,55,232105.5,0.1,0,0,4689
2023-05-26,SKU_002,Distributor,South,57,78894.27,0.09,0,0,1521
2023-02-13,SKU_031,Retail,South,50,91680.0,0.2,1,1,2292
2023-01-09,SKU_008,D2C,North,24,58588.799999999996,0.15,0,0,2872
2023-01-24,SKU_031,Distributor,East,96,311808.0,0.2,1,1,4060
2023-03-11,SKU_037,D2C,South,45,166609.8,0.02,0,0,3778
2023-05-31,SKU_032,Amazon,Central,52,253693.44,0.16,0,0,5808
2023-02-11,SKU_005,Retail,Central,62,167124.72,0.16,0,1,3209
2023-01-09,SKU_011,D2C,North,37,122495.15999999999,0.06,1,1,3522
2023-03-13,SKU_020,Flipkart,West,51,200172.96,0.26,1,1,5304
2023-04-13,SKU_038,Flipkart,Central,36,130744.08,0.14,0,0,4223
2023-02-15,SKU_003,Retail,East,58,201725.16,0.09,0,0,3822
2023-06-23,SKU_036,Amazon,East,44,101330.24,0.12,0,0,2617
2023-02-28,SKU_043,D2C,North,55,253037.94999999998,0.17,0,0,5543
2023-06-01,SKU_010,D2C,West,29,148793.49,0.07,1,0,5517
2023-04-19,SKU_014,Distributor,North,33,87698.16,0.28,0,1,3691
2023-05-09,SKU_006,Amazon,Central,22,90302.3,0.15,1,0,4829
2023-01-23,SKU_017,Distributor,West,35,131906.25,0.25,1,0,5025
2023-01-24,SKU_015,Distributor,East,0,0.0,0.14,1,0,3302
2023-05-12,SKU_015,Retail,West,43,109206.24,0.12,1,1,2886
2023-04-26,SKU_012,Distributor,South,39,137659.86000000002,0.11,1,1,3966
2023-02-18,SKU_033,Distributor,North,53,82044.0,0.2,0,1,1935
2023-02-07,SKU_014,Amazon,East,50,172360.0,0.2,1,1,4309
2023-05-27,SKU_044,Amazon,South,75,286911.0,0.29,1,1,5388
2023-06-23,SKU_020,Amazon,South,101,454715.12999999995,0.07,0,0,4841
2023-01-31,SKU_009,Flipkart,West,72,144184.32,0.04,0,1,2086
2023-01-23,SKU_032,D2C,East,40,167322.0,0.21,0,1,5295
2023-05-30,SKU_002,Flipkart,North,40,53505.2,0.03,0,0,1379
2023-03-22,SKU_001,Retail,West,67,120298.5,0.05,0,0,1890
2023-03-15,SKU_025,Retail,Central,16,73770.4,0.17,0,1,5555
2023-02-12,SKU_018,D2C,West,43,56381.6,0.12,1,0,1490
2023-01-17,SKU_038,Flipkart,West,45,160099.19999999998,0.04,0,0,3706
2023-05-11,SKU_044,Distributor,East,61,149463.41999999998,0.03,0,0,2526
2023-02-19,SKU_046,D2C,East,62,86411.88,0.11,0,0,1566
2023-01-10,SKU_030,Retail,East,35,58604.0,0.08,1,1,1820
2023-06-28,SKU_017,Amazon,West,41,211313.59,0.11,0,0,5791
2023-02-03,SKU_038,Flipkart,Central,58,107716.44,0.22,0,0,2381
2023-03-31,SKU_029,Amazon,Central,34,161500.0,0.05,0,1,5000
2023-04-29,SKU_045,D2C,West,74,66955.2,0.13,0,1,1040
2023-04-16,SKU_043,Amazon,Central,62,55834.1,0.17,0,1,1085
2023-04-18,SKU_012,Distributor,Central,53,285685.89999999997,0.05,0,0,5674
2023-05-25,SKU_041,D2C,East,57,222255.54,0.22,1,0,4999
2023-01-30,SKU_032,Distributor,Central,40,180541.6,0.17,0,1,5438
2023-02-26,SKU_038,Flipkart,South,37,153206.63999999998,0.29,0,0,5832
2023-03-15,SKU_045,Amazon,South,41,44362.0,0.0,0,1,1082
2023-03-05,SKU_003,Amazon,Central,59,224727.46,0.14,1,1,4429
2023-01-14,SKU_021,Amazon,West,54,253997.64,0.21,1,1,5954
2023-06-02,SKU_036,Retail,North,41,165681.82,0.03,1,1,4166
2023-03-30,SKU_033,Distributor,North,64,222208.0,0.2,1,1,4340
2023-03-08,SKU_023,Retail,Central,46,134737.68,0.23,0,1,3804
2023-01-07,SKU_045,Flipkart,East,36,144162.72,0.22,1,1,5134
2023-04-02,SKU_017,Retail,East,55,191269.1,0.18,1,0,4241
2023-02-28,SKU_032,Retail,Central,29,47977.600000000006,0.2,1,1,2068
2023-01-17,SKU_012,Distributor,East,16,72160.0,0.0,1,1,4510
2023-01-07,SKU_030,Flipkart,East,49,143619.0,0.0,1,1,2931
2023-06-20,SKU_027,Distributor,West,36,98271.36,0.06,0,1,2904
2023-04-30,SKU_011,Retail,West,44,179791.91999999998,0.06,1,1,4347
2023-03-30,SKU_018,D2C,South,30,119750.4,0.16,1,0,4752
2023-06-15,SKU_004,D2C,East,74,144322.2,0.01,0,0,1970
2023-05-08,SKU_047,Retail,South,36,90118.08,0.17,1,0,3016
2023-05-10,SKU_021,D2C,Central,41,54931.8,0.23,0,0,1740
2023-03-03,SKU_028,Retail,East,57,87861.51,0.01,1,0,1557
2023-05-17,SKU_027,D2C,West,22,63662.94,0.01,1,1,2923
2023-03-28,SKU_028,Flipkart,South,20,70326.0,0.1,0,0,3907
2023-01-30,SKU_021,Amazon,East,57,205548.84,0.16,0,1,4293
2023-06-24,SKU_040,Retail,North,41,103167.48000000001,0.22,0,0,3226
2023-01-04,SKU_027,Retail,East,31,123897.7,0.15,0,0,4702
2023-04-25,SKU_003,Amazon,South,62,89230.40000000001,0.2,1,0,1799
2023-05-04,SKU_037,Retail,West,33,159298.92,0.01,1,0,4876
2023-06-13,SKU_019,Amazon,East,44,135679.72,0.03,1,1,3179
2023-02-14,SKU_005,Distributor,North,32,112951.04000000001,0.21,0,1,4468
2023-06-30,SKU_025,Retail,West,56,78492.4,0.15,1,0,1649
2023-03-02,SKU_022,Amazon,North,76,236857.80000000002,0.21,1,0,3945
2023-06-05,SKU_022,Flipkart,Central,12,21980.16,0.04,1,1,1908
2023-04-07,SKU_050,D2C,South,52,210366.0,0.1,0,1,4495
2023-06-09,SKU_035,D2C,West,67,80610.38,0.14,1,1,1399
2023-01-02,SKU_022,D2C,West,41,85277.95,0.15,0,0,2447
2023-06-06,SKU_048,Retail,North,27,24921.0,0.29,1,0,1300
2023-01-10,SKU_038,D2C,East,58,242817.0,0.25,0,1,5582
2023-06-21,SKU_032,Distributor,West,70,314678.0,0.05,1,0,4732
2023-03-24,SKU_002,Distributor,East,67,138416.63999999998,0.04,1,1,2152
2023-04-27,SKU_023,Flipkart,South,57,261219.6,0.1,0,0,5092
2023-04-09,SKU_032,Flipkart,Central,51,62796.299999999996,0.3,1,0,1759
2023-04-27,SKU_041,Flipkart,Central,32,101919.68,0.27,1,0,4363
2023-05-13,SKU_015,Retail,North,67,101203.5,0.25,1,1,2014
2023-03-02,SKU_040,Distributor,East,66,260797.68000000002,0.22,0,0,5066
2023-01-16,SKU_022,Distributor,West,27,58085.1,0.29,0,0,3030
2023-03-25,SKU_049,Distributor,South,57,51484.68,0.22,0,0,1158
2023-05-20,SKU_014,Distributor,Central,63,59999.94,0.26,0,0,1287
2023-02-21,SKU_001,Distributor,West,67,378081.0,0.05,0,1,5940
2023-01-07,SKU_017,Flipkart,Central,48,113133.59999999999,0.05,0,1,2481
2023-02-19,SKU_041,Flipkart,West,32,83894.40000000001,0.1,0,0,2913
2023-05-07,SKU_027,Distributor,South,39,114241.92,0.08,0,0,3184
2023-01-23,SKU_038,Retail,South,29,39182.77,0.29,1,1,1903
2023-02-28,SKU_037,D2C,North,48,60017.76,0.01,1,0,1263
2023-06-09,SKU_014,D2C,East,45,174556.8,0.12,1,1,4408
2023-04-28,SKU_040,Amazon,East,92,166074.72,0.02,0,1,1842
2023-05-03,SKU_046,Flipkart,South,67,65097.2,0.3,0,0,1388
2023-02-15,SKU_024,Distributor,East,69,59974.8,0.18,0,0,1060
2023-06-17,SKU_017,Amazon,West,59,162016.36000000002,0.21,0,1,3476
2023-04-29,SKU_006,Distributor,North,42,149789.63999999998,0.14,0,0,4147
